,,,,
Registers of Scotland,,,,
Data and statistics,,,,
,,,,
"Table 4: Median residential property price by UK Parliamentary constituency: Scotland, 2004 to 2018, calendar year data",,,,
"These statistics include all residential sales in Scotland between £20,000 and £1,000,000, and are based on date of registration with Registers of Scotland.",,,,
Scroll up for more data,,,,
Year,United Kingdom Parliamentary constituency code,United Kingdom Parliamentary constituency name,Median residential property price (£),
2012,S14000004,Angus                                             ,"120,000",
2012,S14000005,Argyll and Bute                                   ,"122,000",
2012,S14000006,"Ayr, Carrick and Cumnock                          ","105,000",
2012,S14000007,Banff and Buchan                                  ,"125,000",
2012,S14000008,"Berwickshire, Roxburgh and Selkirk                ","125,000",
2012,S14000009,"Caithness, Sutherland and Easter Ross             ","104,000",
2012,S14000010,Central Ayrshire                                  ,"102,000",
2012,S14000011,"Coatbridge, Chryston and Bellshill                ","100,000",
2012,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East       ","85,000",
2012,S14000013,Dumfries and Galloway                             ,"115,025",
2012,S14000014,"Dumfriesshire, Clydesdale and Tweeddale           ","135,000",
2012,S14000015,Dundee East                                       ,"123,000",
2012,S14000016,Dundee West                                       ,"97,000",
2012,S14000017,Dunfermline and West Fife                         ,"110,000",
2012,S14000018,East Dunbartonshire                               ,"195,000",
2012,S14000019,"East Kilbride, Strathaven and Lesmahagow          ","102,000",
2012,S14000020,East Lothian                                      ,"156,000",
2012,S14000021,East Renfrewshire                                 ,"178,150",
2012,S14000022,Edinburgh East                                    ,"145,000",
2012,S14000023,Edinburgh North and Leith                         ,"180,000",
2012,S14000024,Edinburgh South                                   ,"212,500",
2012,S14000025,Edinburgh South West                              ,"157,000",
2012,S14000026,Edinburgh West                                    ,"190,000",
2012,S14000027,Na h-Eileanan an Iar                              ,"90,000",
2012,S14000028,Falkirk                                           ,"99,000",
2012,S14000029,Glasgow Central                                   ,"110,000",
2012,S14000030,Glasgow East                                      ,"89,000",
2012,S14000031,Glasgow North                                     ,"155,000",
2012,S14000032,Glasgow North East                                ,"76,000",
2012,S14000033,Glasgow North West                                ,"120,000",
2012,S14000034,Glasgow South                                     ,"105,000",
2012,S14000035,Glasgow South West                                ,"84,000",
2012,S14000036,Glenrothes                                        ,"80,000",
2012,S14000037,Gordon                                            ,"185,000",
2012,S14000038,Inverclyde                                        ,"91,000",
2012,S14000039,"Inverness, Nairn, Badenoch and Strathspey         ","150,000",
2012,S14000040,Kilmarnock and Loudoun                            ,"87,500",
2012,S14000041,Kirkcaldy and Cowdenbeath                         ,"100,012",
2012,S14000042,Lanark and Hamilton East                          ,"110,250",
2012,S14000043,Linlithgow and East Falkirk                       ,"119,000",
2012,S14000044,Livingston                                        ,"117,000",
2012,S14000045,Midlothian                                        ,"138,569",
2012,S14000046,Moray                                             ,"125,000",
2012,S14000047,Motherwell and Wishaw                             ,"90,000",
2012,S14000048,North Ayrshire and Arran                          ,"92,000",
2012,S14000049,North East Fife                                   ,"165,000",
2012,S1400005 ,Orkney and Shetland                               ,"118,115",
2012,S14000050,Ochil and South Perthshire                        ,"135,000",
2012,S14000052,Paisley and Renfrewshire North                    ,"104,000",
2012,S14000053,Paisley and Renfrewshire South                    ,"84,000",
2012,S14000054,Perth and North Perthshire                        ,"142,750",
2012,S14000055,"Ross, Skye and Lochaber                           ","135,056",
2012,S14000056,Rutherglen and Hamilton West                      ,"103,625",
2012,S14000057,Stirling                                          ,"150,000",
2012,S14000058,West Aberdeenshire and Kincardine                 ,"224,995",
2012,S14000059,West Dunbartonshire                               ,"93,000",
2013,S14000001,Aberdeen North                                    ,"140,000",
2013,S14000002,Aberdeen South                                    ,"180,000",
2013,S14000003,Airdrie and Shotts                                ,"91,025",
2013,S14000004,Angus                                             ,"120,000",
2013,S14000005,Argyll and Bute                                   ,"120,125",
2013,S14000006,"Ayr, Carrick and Cumnock                          ","107,000",
2013,S14000007,Banff and Buchan                                  ,"133,865",
2013,S14000008,"Berwickshire, Roxburgh and Selkirk                ","125,000",
2013,S14000009,"Caithness, Sutherland and Easter Ross             ","110,000",
2013,S14000010,Central Ayrshire                                  ,"108,000",
2013,S14000011,"Coatbridge, Chryston and Bellshill                ","100,000",
2013,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East       ","85,000",
2013,S14000013,Dumfries and Galloway                             ,"115,000",
2013,S14000014,"Dumfriesshire, Clydesdale and Tweeddale           ","140,000",
2013,S14000015,Dundee East                                       ,"134,000",
2013,S14000016,Dundee West                                       ,"98,000",
2013,S14000017,Dunfermline and West Fife                         ,"110,000",
2013,S14000018,East Dunbartonshire                               ,"190,000",
2013,S14000019,"East Kilbride, Strathaven and Lesmahagow          ","100,000",
2013,S14000020,East Lothian                                      ,"159,995",
2013,S14000021,East Renfrewshire                                 ,"188,000",
2013,S14000022,Edinburgh East                                    ,"150,000",
2013,S14000023,Edinburgh North and Leith                         ,"175,400",
2013,S14000024,Edinburgh South                                   ,"215,000",
2013,S14000025,Edinburgh South West                              ,"157,500",
2013,S14000026,Edinburgh West                                    ,"193,196",
2013,S14000027,Na h-Eileanan an Iar                              ,"91,000",
2013,S14000028,Falkirk                                           ,"98,500",
2013,S14000029,Glasgow Central                                   ,"102,000",
2013,S14000030,Glasgow East                                      ,"88,700",
2013,S14000031,Glasgow North                                     ,"156,000",
2013,S14000032,Glasgow North East                                ,"74,000",
2013,S14000033,Glasgow North West                                ,"118,000",
2013,S14000034,Glasgow South                                     ,"106,000",
2013,S14000035,Glasgow South West                                ,"79,000",
2013,S14000036,Glenrothes                                        ,"84,250",
2013,S14000037,Gordon                                            ,"200,000",
2013,S14000038,Inverclyde                                        ,"90,000",
2013,S14000039,"Inverness, Nairn, Badenoch and Strathspey         ","152,000",
2013,S14000040,Kilmarnock and Loudoun                            ,"87,500",
2013,S14000041,Kirkcaldy and Cowdenbeath                         ,"100,000",
2013,S14000042,Lanark and Hamilton East                          ,"105,000",
2013,S14000043,Linlithgow and East Falkirk                       ,"124,995",
2013,S14000044,Livingston                                        ,"115,000",
2013,S14000045,Midlothian                                        ,"153,000",
2013,S14000046,Moray                                             ,"129,400",
2013,S14000047,Motherwell and Wishaw                             ,"92,998",
2013,S14000048,North Ayrshire and Arran                          ,"94,000",
2013,S14000049,North East Fife                                   ,"165,000",
2013,S1400005 ,Orkney and Shetland                               ,"120,000",
2013,S14000050,Ochil and South Perthshire                        ,"135,000",
2013,S14000052,Paisley and Renfrewshire North                    ,"111,250",
2013,S14000053,Paisley and Renfrewshire South                    ,"80,000",
2013,S14000054,Perth and North Perthshire                        ,"145,000",
2013,S14000055,"Ross, Skye and Lochaber                           ","145,000",
2013,S14000056,Rutherglen and Hamilton West                      ,"102,750",
2013,S14000057,Stirling                                          ,"140,000",
2013,S14000058,West Aberdeenshire and Kincardine                 ,"235,000",
2013,S14000059,West Dunbartonshire                               ,"90,000",
2014,S14000001,Aberdeen North                                    ,"155,000",
2014,S14000002,Aberdeen South                                    ,"195,000",
2014,S14000003,Airdrie and Shotts                                ,"90,000",
2014,S14000004,Angus                                             ,"128,376",
2014,S14000005,Argyll and Bute                                   ,"125,000",
2014,S14000006,"Ayr, Carrick and Cumnock                          ","107,000",
2014,S14000007,Banff and Buchan                                  ,"148,000",
2014,S14000008,"Berwickshire, Roxburgh and Selkirk                ","135,000",
2014,S14000009,"Caithness, Sutherland and Easter Ross             ","115,000",
2014,S14000010,Central Ayrshire                                  ,"115,000",
2014,S14000011,"Coatbridge, Chryston and Bellshill                ","105,000",
2014,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East       ","97,500",
2014,S14000013,Dumfries and Galloway                             ,"120,000",
2014,S14000014,"Dumfriesshire, Clydesdale and Tweeddale           ","134,500",
2014,S14000015,Dundee East                                       ,"140,000",
2014,S14000016,Dundee West                                       ,"101,000",
2014,S14000017,Dunfermline and West Fife                         ,"120,000",
2014,S14000018,East Dunbartonshire                               ,"196,115",
2014,S14000019,"East Kilbride, Strathaven and Lesmahagow          ","100,000",
2014,S14000020,East Lothian                                      ,"165,000",
2014,S14000021,East Renfrewshire                                 ,"200,000",
2014,S14000022,Edinburgh East                                    ,"152,650",
2014,S14000023,Edinburgh North and Leith                         ,"182,500",
2014,S14000024,Edinburgh South                                   ,"230,000",
2014,S14000025,Edinburgh South West                              ,"158,000",
2014,S14000026,Edinburgh West                                    ,"195,000",
2014,S14000027,Na h-Eileanan an Iar                              ,"90,000",
2014,S14000028,Falkirk                                           ,"103,000",
2014,S14000029,Glasgow Central                                   ,"110,000",
2014,S14000030,Glasgow East                                      ,"94,998",
2014,S14000031,Glasgow North                                     ,"165,000",
2014,S14000032,Glasgow North East                                ,"80,000",
2014,S14000033,Glasgow North West                                ,"120,000",
2014,S14000034,Glasgow South                                     ,"111,000",
2014,S14000035,Glasgow South West                                ,"85,000",
2014,S14000036,Glenrothes                                        ,"85,000",
2014,S14000037,Gordon                                            ,"217,026",
2014,S14000038,Inverclyde                                        ,"97,500",
2014,S14000039,"Inverness, Nairn, Badenoch and Strathspey         ","158,000",
2014,S14000040,Kilmarnock and Loudoun                            ,"90,000",
2014,S14000041,Kirkcaldy and Cowdenbeath                         ,"111,620",
2014,S14000042,Lanark and Hamilton East                          ,"114,000",
2014,S14000043,Linlithgow and East Falkirk                       ,"124,000",
2014,S14000044,Livingston                                        ,"125,000",
2014,S14000045,Midlothian                                        ,"152,000",
2014,S14000046,Moray                                             ,"133,000",
2014,S14000047,Motherwell and Wishaw                             ,"95,000",
2014,S14000048,North Ayrshire and Arran                          ,"100,000",
2014,S14000049,North East Fife                                   ,"168,000",
2014,S1400005 ,Orkney and Shetland                               ,"121,000",
2014,S14000050,Ochil and South Perthshire                        ,"150,000",
2014,S14000052,Paisley and Renfrewshire North                    ,"128,000",
2014,S14000053,Paisley and Renfrewshire South                    ,"87,000",
2014,S14000054,Perth and North Perthshire                        ,"148,000",
2014,S14000055,"Ross, Skye and Lochaber                           ","153,250",
2014,S14000056,Rutherglen and Hamilton West                      ,"109,750",
2014,S14000057,Stirling                                          ,"149,000",
2014,S14000058,West Aberdeenshire and Kincardine                 ,"250,000",
2014,S14000059,West Dunbartonshire                               ,"93,378",
2015,S14000001,Aberdeen North                                    ,"157,500",
2015,S14000002,Aberdeen South                                    ,"200,000",
2015,S14000003,Airdrie and Shotts                                ,"85,000",
2015,S14000004,Angus                                             ,"126,000",
2015,S14000005,Argyll and Bute                                   ,"126,000",
2015,S14000006,"Ayr, Carrick and Cumnock                          ","115,000",
2015,S14000007,Banff and Buchan                                  ,"152,500",
2015,S14000008,"Berwickshire, Roxburgh and Selkirk                ","135,000",
2015,S14000009,"Caithness, Sutherland and Easter Ross             ","118,800",
2015,S14000010,Central Ayrshire                                  ,"125,000",
2015,S14000011,"Coatbridge, Chryston and Bellshill                ","110,000",
2015,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East       ","110,000",
2015,S14000013,Dumfries and Galloway                             ,"118,000",
2015,S14000014,"Dumfriesshire, Clydesdale and Tweeddale           ","140,000",
2015,S14000015,Dundee East                                       ,"140,000",
2015,S14000016,Dundee West                                       ,"110,000",
2015,S14000017,Dunfermline and West Fife                         ,"120,001",
2015,S14000018,East Dunbartonshire                               ,"200,020",
2015,S14000019,"East Kilbride, Strathaven and Lesmahagow          ","110,000",
2015,S14000020,East Lothian                                      ,"175,000",
2015,S14000021,East Renfrewshire                                 ,"205,000",
2015,S14000022,Edinburgh East                                    ,"170,000",
2015,S14000023,Edinburgh North and Leith                         ,"196,000",
2015,S14000024,Edinburgh South                                   ,"247,100",
2015,S14000025,Edinburgh South West                              ,"165,000",
2015,S14000026,Edinburgh West                                    ,"221,000",
2015,S14000027,Na h-Eileanan an Iar                              ,"93,000",
2015,S14000028,Falkirk                                           ,"108,000",
2015,S14000029,Glasgow Central                                   ,"123,000",
2015,S14000030,Glasgow East                                      ,"101,500",
2015,S14000031,Glasgow North                                     ,"175,000",
2015,S14000032,Glasgow North East                                ,"85,000",
2015,S14000033,Glasgow North West                                ,"125,000",
2015,S14000034,Glasgow South                                     ,"116,500",
2015,S14000035,Glasgow South West                                ,"87,500",
2015,S14000036,Glenrothes                                        ,"90,000",
2015,S14000037,Gordon                                            ,"228,000",
2015,S14000038,Inverclyde                                        ,"105,000",
2015,S14000039,"Inverness, Nairn, Badenoch and Strathspey         ","165,000",
2015,S14000040,Kilmarnock and Loudoun                            ,"100,000",
2015,S14000041,Kirkcaldy and Cowdenbeath                         ,"112,100",
2015,S14000042,Lanark and Hamilton East                          ,"116,000",
2015,S14000043,Linlithgow and East Falkirk                       ,"130,000",
2015,S14000044,Livingston                                        ,"136,000",
2015,S14000045,Midlothian                                        ,"164,500",
2015,S14000046,Moray                                             ,"138,000",
2015,S14000047,Motherwell and Wishaw                             ,"101,248",
2015,S14000048,North Ayrshire and Arran                          ,"102,000",
2015,S14000049,North East Fife                                   ,"175,000",
2015,S1400005 ,Orkney and Shetland                               ,"125,950",
2015,S14000050,Ochil and South Perthshire                        ,"150,250",
2015,S14000052,Paisley and Renfrewshire North                    ,"129,498",
2015,S14000053,Paisley and Renfrewshire South                    ,"92,000",
2015,S14000054,Perth and North Perthshire                        ,"155,000",
2015,S14000055,"Ross, Skye and Lochaber                           ","157,000",
2015,S14000056,Rutherglen and Hamilton West                      ,"116,000",
2015,S14000057,Stirling                                          ,"148,000",
2015,S14000058,West Aberdeenshire and Kincardine                 ,"260,000",
2015,S14000059,West Dunbartonshire                               ,"100,000",
2016,S14000001,Aberdeen North                                    ,"153,750",
2016,S14000002,Aberdeen South                                    ,"182,500",
2016,S14000003,Airdrie and Shotts                                ,"91,000",
2016,S14000004,Angus                                             ,"130,000",
2016,S14000005,Argyll and Bute                                   ,"125,000",
2016,S14000006,"Ayr, Carrick and Cumnock                          ","110,500",
2016,S14000007,Banff and Buchan                                  ,"144,000",
2016,S14000008,"Berwickshire, Roxburgh and Selkirk                ","136,000",
2016,S14000009,"Caithness, Sutherland and Easter Ross             ","121,000",
2016,S14000010,Central Ayrshire                                  ,"120,000",
2016,S14000011,"Coatbridge, Chryston and Bellshill                ","118,000",
2016,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East       ","105,000",
2016,S14000013,Dumfries and Galloway                             ,"120,000",
2016,S14000014,"Dumfriesshire, Clydesdale and Tweeddale           ","140,000",
2016,S14000015,Dundee East                                       ,"142,500",
2016,S14000016,Dundee West                                       ,"107,000",
2016,S14000017,Dunfermline and West Fife                         ,"129,000",
2016,S14000018,East Dunbartonshire                               ,"210,000",
2016,S14000019,"East Kilbride, Strathaven and Lesmahagow          ","107,000",
2016,S14000020,East Lothian                                      ,"172,550",
2016,S14000021,East Renfrewshire                                 ,"213,800",
2016,S14000022,Edinburgh East                                    ,"170,000",
2016,S14000023,Edinburgh North and Leith                         ,"193,000",
2016,S14000024,Edinburgh South                                   ,"240,000",
2016,S14000025,Edinburgh South West                              ,"172,000",
2016,S14000026,Edinburgh West                                    ,"205,000",
2016,S14000027,Na h-Eileanan an Iar                              ,"95,275",
2016,S14000028,Falkirk                                           ,"110,000",
2016,S14000029,Glasgow Central                                   ,"124,000",
2016,S14000030,Glasgow East                                      ,"104,995",
2016,S14000031,Glasgow North                                     ,"173,000",
2016,S14000032,Glasgow North East                                ,"86,000",
2016,S14000033,Glasgow North West                                ,"125,000",
2016,S14000034,Glasgow South                                     ,"123,000",
2016,S14000035,Glasgow South West                                ,"91,888",
2016,S14000036,Glenrothes                                        ,"90,000",
2016,S14000037,Gordon                                            ,"207,500",
2016,S14000038,Inverclyde                                        ,"97,000",
2016,S14000039,"Inverness, Nairn, Badenoch and Strathspey         ","160,000",
2016,S14000040,Kilmarnock and Loudoun                            ,"103,750",
2016,S14000041,Kirkcaldy and Cowdenbeath                         ,"115,000",
2016,S14000042,Lanark and Hamilton East                          ,"117,500",
2016,S14000043,Linlithgow and East Falkirk                       ,"130,000",
2016,S14000044,Livingston                                        ,"132,000",
2016,S14000045,Midlothian                                        ,"166,000",
2016,S14000046,Moray                                             ,"140,000",
2016,S14000047,Motherwell and Wishaw                             ,"95,000",
2016,S14000048,North Ayrshire and Arran                          ,"95,000",
2016,S14000049,North East Fife                                   ,"180,000",
2016,S1400005 ,Orkney and Shetland                               ,"135,000",
2016,S14000050,Ochil and South Perthshire                        ,"150,000",
2016,S14000052,Paisley and Renfrewshire North                    ,"132,998",
2016,S14000053,Paisley and Renfrewshire South                    ,"87,500",
2016,S14000054,Perth and North Perthshire                        ,"150,000",
2016,S14000055,"Ross, Skye and Lochaber                           ","165,000",
2016,S14000056,Rutherglen and Hamilton West                      ,"119,000",
2016,S14000057,Stirling                                          ,"150,138",
2016,S14000058,West Aberdeenshire and Kincardine                 ,"230,000",
2016,S14000059,West Dunbartonshire                               ,"90,000",
2017,S14000001,Aberdeen North                                    ,"150,000",
2017,S14000002,Aberdeen South                                    ,"180,000",
2017,S14000003,Airdrie and Shotts                                ,"94,995",
2017,S14000004,Angus                                             ,"128,000",
2017,S14000005,Argyll and Bute                                   ,"129,798",
2017,S14000006,"Ayr, Carrick and Cumnock                          ","111,750",
2017,S14000007,Banff and Buchan                                  ,"140,000",
2017,S14000008,"Berwickshire, Roxburgh and Selkirk                ","140,000",
2017,S14000009,"Caithness, Sutherland and Easter Ross             ","125,000",
2017,S14000010,Central Ayrshire                                  ,"122,000",
2017,S14000011,"Coatbridge, Chryston and Bellshill                ","120,500",
2017,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East       ","115,000",
2017,S14000013,Dumfries and Galloway                             ,"122,500",
2017,S14000014,"Dumfriesshire, Clydesdale and Tweeddale           ","144,000",
2017,S14000015,Dundee East                                       ,"150,000",
2017,S14000016,Dundee West                                       ,"108,995",
2017,S14000017,Dunfermline and West Fife                         ,"132,400",
2017,S14000018,East Dunbartonshire                               ,"220,123",
2017,S14000019,"East Kilbride, Strathaven and Lesmahagow          ","123,000",
2017,S14000020,East Lothian                                      ,"183,000",
2017,S14000021,East Renfrewshire                                 ,"226,188",
2017,S14000022,Edinburgh East                                    ,"191,675",
2017,S14000023,Edinburgh North and Leith                         ,"210,505",
2017,S14000024,Edinburgh South                                   ,"265,000",
2017,S14000025,Edinburgh South West                              ,"182,581",
2017,S14000026,Edinburgh West                                    ,"215,000",
2017,S14000027,Na h-Eileanan an Iar                              ,"95,000",
2017,S14000028,Falkirk                                           ,"116,639",
2017,S14000029,Glasgow Central                                   ,"132,500",
2017,S14000030,Glasgow East                                      ,"108,000",
2017,S14000031,Glasgow North                                     ,"190,000",
2017,S14000032,Glasgow North East                                ,"100,000",
2017,S14000033,Glasgow North West                                ,"134,444",
2017,S14000034,Glasgow South                                     ,"135,000",
2017,S14000035,Glasgow South West                                ,"100,000",
2017,S14000036,Glenrothes                                        ,"94,706",
2017,S14000037,Gordon                                            ,"200,000",
2017,S14000038,Inverclyde                                        ,"95,025",
2017,S14000039,"Inverness, Nairn, Badenoch and Strathspey         ","169,000",
2017,S14000040,Kilmarnock and Loudoun                            ,"112,500",
2017,S14000041,Kirkcaldy and Cowdenbeath                         ,"118,000",
2017,S14000042,Lanark and Hamilton East                          ,"126,995",
2017,S14000043,Linlithgow and East Falkirk                       ,"130,000",
2017,S14000044,Livingston                                        ,"131,000",
2017,S14000045,Midlothian                                        ,"172,500",
2017,S14000046,Moray                                             ,"143,750",
2017,S14000047,Motherwell and Wishaw                             ,"110,000",
2017,S14000048,North Ayrshire and Arran                          ,"100,000",
2017,S14000049,North East Fife                                   ,"180,750",
2017,S1400005 ,Orkney and Shetland                               ,"145,000",
2017,S14000050,Ochil and South Perthshire                        ,"153,500",
2017,S14000052,Paisley and Renfrewshire North                    ,"143,003",
2017,S14000053,Paisley and Renfrewshire South                    ,"93,000",
2017,S14000054,Perth and North Perthshire                        ,"158,000",
2017,S14000055,"Ross, Skye and Lochaber                           ","165,158",
2017,S14000056,Rutherglen and Hamilton West                      ,"120,000",
2017,S14000057,Stirling                                          ,"157,000",
2017,S14000058,West Aberdeenshire and Kincardine                 ,"230,000",
2017,S14000059,West Dunbartonshire                               ,"92,000",
2018,S14000001,Aberdeen North                                    ,"145,000",
2018,S14000002,Aberdeen South                                    ,"177,750",
2018,S14000003,Airdrie and Shotts                                ,"99,000",
2018,S14000004,Angus                                             ,"130,000",
2018,S14000005,Argyll and Bute                                   ,"140,000",
2018,S14000006,"Ayr, Carrick and Cumnock                          ","125,000",
2018,S14000007,Banff and Buchan                                  ,"144,450",
2018,S14000008,"Berwickshire, Roxburgh and Selkirk                ","142,000",
2018,S14000009,"Caithness, Sutherland and Easter Ross             ","118,005",
2018,S14000010,Central Ayrshire                                  ,"122,375",
2018,S14000011,"Coatbridge, Chryston and Bellshill                ","134,000",
2018,S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East       ","115,000",
2018,S14000013,Dumfries and Galloway                             ,"131,000",
2018,S14000014,"Dumfriesshire, Clydesdale and Tweeddale           ","151,000",
2018,S14000015,Dundee East                                       ,"155,000",
2018,S14000016,Dundee West                                       ,"112,500",
2018,S14000017,Dunfermline and West Fife                         ,"145,000",
2018,S14000018,East Dunbartonshire                               ,"234,500",
2018,S14000019,"East Kilbride, Strathaven and Lesmahagow          ","130,000",
2018,S14000020,East Lothian                                      ,"199,000",
2018,S14000021,East Renfrewshire                                 ,"229,000",
2018,S14000022,Edinburgh East                                    ,"199,995",
2018,S14000023,Edinburgh North and Leith                         ,"225,000",
2018,S14000024,Edinburgh South                                   ,"270,791",
2018,S14000025,Edinburgh South West                              ,"200,000",
2018,S14000026,Edinburgh West                                    ,"226,000",
2018,S14000027,Na h-Eileanan an Iar                              ,"102,500",
2018,S14000028,Falkirk                                           ,"130,000",
2018,S14000029,Glasgow Central                                   ,"140,000",
2018,S14000030,Glasgow East                                      ,"122,500",
2018,S14000031,Glasgow North                                     ,"195,000",
2018,S14000032,Glasgow North East                                ,"109,500",
2018,S14000033,Glasgow North West                                ,"138,000",
2018,S14000034,Glasgow South                                     ,"145,000",
2018,S14000035,Glasgow South West                                ,"105,000",
2018,S14000036,Glenrothes                                        ,"100,000",
2018,S14000037,Gordon                                            ,"205,000",
2018,S14000038,Inverclyde                                        ,"96,500",
2018,S14000039,"Inverness, Nairn, Badenoch and Strathspey         ","177,000",
2018,S14000040,Kilmarnock and Loudoun                            ,"112,750",
2018,S14000041,Kirkcaldy and Cowdenbeath                         ,"118,000",
2018,S14000042,Lanark and Hamilton East                          ,"132,995",
2018,S14000043,Linlithgow and East Falkirk                       ,"132,995",
2018,S14000044,Livingston                                        ,"145,000",
2018,S14000045,Midlothian                                        ,"184,552",
2018,S14000046,Moray                                             ,"152,000",
2018,S14000047,Motherwell and Wishaw                             ,"110,000",
2018,S14000048,North Ayrshire and Arran                          ,"102,500",
2018,S14000049,North East Fife                                   ,"186,000",
2018,S1400005 ,Orkney and Shetland                               ,"150,000",
2018,S14000050,Ochil and South Perthshire                        ,"160,000",
2018,S14000052,Paisley and Renfrewshire North                    ,"144,950",
2018,S14000053,Paisley and Renfrewshire South                    ,"98,500",
2018,S14000054,Perth and North Perthshire                        ,"160,000",
2018,S14000055,"Ross, Skye and Lochaber                           ","185,000",
2018,S14000056,Rutherglen and Hamilton West                      ,"130,000",
2018,S14000057,Stirling                                          ,"161,625",
2018,S14000058,West Aberdeenshire and Kincardine                 ,"229,798",
2018,S14000059,West Dunbartonshire                               ,"99,748",
,,,,
,,,,
,,,,
Telephone: 0131 659 6111,,,"Source: Land and Property Data Team, Registers of Scotland",
Email: data@ros.gov.uk ,,,Last updated: 19 February 2020,
